Country Name,countryID,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2671.156127,2836.837001,2969.43097,3140.46542,3248.865933,3349.87995,3530.318957,3676.729646,3716.297228,3805.444916,4000.690707,4093.880442,4170.900764,4404.167515,4750.537697,5148.262811,5589.790102,6038.245077,6330.679746,6442.029941,6878.67696,7297.63619,7609.552828,7976.964156,8387.017587,8752.025115,9175.578565,
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3193.462134,3434.709028,3656.980358,3906.124546,4188.595005,4502.129406,4819.009823,5070.5345,5068.426094,5309.234361,5709.765738,6012.021953,6379.925368,6799.865278,7382.156906,8035.952694,8825.302352,9763.346991,10388.65701,10786.97569,11717.79507,12605.00935,13472.95676,14396.13149,15229.61986,16099.99654,17021.07907,
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6469.795241,6284.330341,5745.115585,5504.904978,4982.500037,4975.713059,5060.090109,5273.825831,5315.371908,5486.150496,6126.560126,6494.226713,6953.407031,7682.143776,8598.423665,9646.644552,11535.78857,12850.37215,14745.08215,14242.36391,15247.08281,17307.72036,18214.03364,18925.3282,19383.10318,19200.95938,19516.08298,
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11567.4368,11860.23331,11891.02522,11962.09952,12179.79501,12635.98047,13081.35993,13659.67227,14158.68182,14715.87998,15857.32184,16654.44472,17447.38406,18107.3411,19230.12205,20270.08905,22426.5089,24018.12929,25661.37472,24941.35748,26017.03566,27769.77391,28487.72676,29489.44756,30242.14514,30640.67318,31361.70678,
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4829.416723,5083.468049,5187.935592,5294.739939,5514.177969,5633.172445,5714.02721,5940.551255,6079.389542,5768.535656,5855.634754,6120.930896,6360.968733,6555.372742,7169.972305,7664.289273,8110.485561,8366.145444,8920.500827,8889.213526,9163.159136,9926.903441,10512.31875,11037.34677,11461.25893,11446.36514,11242.04752,
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3819.28637,3897.996141,4074.56202,4205.643271,4378.609847,4587.984869,4812.718107,5068.830336,5233.587396,5535.521967,5856.221721,6086.419738,6207.541692,6410.523732,6728.861316,7124.489862,7708.047561,8327.410813,8939.282135,9255.383927,9658.065215,9823.823287,10003.35422,10156.41485,10387.17466,10750.4563,11128.80247,
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16963.45651,17936.43538,18517.89551,18752.81008,19567.3252,20421.44099,21060.0522,21922.04745,22943.90445,23854.30205,25339.59882,26535.70174,27561.13988,27977.08708,29093.82009,30126.58267,32539.16475,34425.711,35758.76719,34853.22086,35853.55839,37437.94846,37805.12114,38988.63393,39919.30629,40852.15509,42059.77838,
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.8845382,887.0322974,1102.998181,1156.421043,1275.733325,1380.270049,1392.291542,1380.377593,1330.93985,1436.292218,1453.333656,1395.231872,1409.043034,1450.333417,1444.85803,1473.074941,1329.644373,1366.590931,1387.714663,1510.458929,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13634.44232,14410.22824,14802.99111,14921.29775,15527.91658,16217.14391,16912.42931,17860.60854,19013.76427,19907.16145,21530.47468,22929.8622,24363.01492,25054.26078,26189.45552,27702.46431,30819.2424,32591.40996,33463.6541,32385.20632,31954.24275,32068.27093,31988.25387,32603.90577,33709.64924,34818.12051,36304.85427,
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6283.491382,6824.020302,7838.447264,8358.779211,8368.209582,9419.756951,10311.35404,11590.60317,13063.80803,14424.5942,16516.14387,19260.49339,21960.5075,22664.03933,20498.70606,21602.74074,24543.06747,26022.46885,27495.73442,28538.42864,28688.96877,29743.33743,
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.3788236,390.2505294,351.6378224,392.9750336,399.9588979,419.1141595,464.8293016,473.0373688,448.2722712,464.9588947,490.0363908,527.3172499,528.06452,512.0775458,580.921474,652.1060614,724.9016942,807.4365645,888.1424517,948.2249523,1052.104262,1162.783317,1253.243318,1371.981671,1497.683309,1632.551806,1734.464075,
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14994.774,15636.55434,16098.12083,16407.92887,17194.05607,18005.89729,18717.6445,19525.10558,20363.97249,21157.44449,22587.38126,23704.55416,24748.33129,25339.94624,26574.23134,27519.77171,29769.81367,31527.52852,32948.13165,32147.46914,33272.13257,34726.20674,35275.74658,36489.11472,37499.29743,38446.86274,39602.09839,
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.328736,1420.646703,1510.872521,1619.594662,1670.372832,1719.059172,1827.107444,1966.277514,2197.453361,2355.067199,2407.501846,2475.407773,2443.495167,2298.454292,2652.111743,2850.322307,3066.906796,3238.978249,3405.583912,3513.400321,3692.101665,3491.570898,3710.157043,3900.938514,4006.916507,4068.599946,4254.462428,
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18158.93858,17557.46288,17263.39249,17459.62664,18453.89246,19556.56777,20053.31122,21768.61326,23539.33181,24768.6467,26748.63105,27793.71833,28567.1712,28982.92386,31129.29964,31993.40726,34367.47428,37696.64762,39969.3876,37823.22919,38775.17486,40683.52758,40620.17607,41293.51577,41470.20236,42066.57477,43346.38234,
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3807.735433,3792.616197,4065.62244,4191.92382,4436.939103,4583.860438,4835.601156,4759.294203,4828.090182,5292.487489,5289.881521,5498.341665,5750.991919,5917.528964,6388.993904,6612.747688,6895.237516,6956.304866,7093.550249,6976.983703,7203.365693,7488.829381,7676.778708,8113.236154,8644.506169,9027.542442,9109.951963,
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17651.02197,18413.41103,19039.5133,19289.33208,20086.95939,20857.98831,21440.65918,22350.90564,23458.78551,24431.72564,26208.6429,27639.46996,28639.39476,28256.41795,29159.29405,30603.46482,32528.85867,34158.12539,35156.38339,34725.41485,35992.51391,37457.28486,37645.31085,39487.83676,40091.74013,40468.50972,41343.29254,
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758.708959,1903.454513,1972.681832,2131.051876,2121.436786,2286.77923,2239.66361,2136.70229,2229.155203,2303.567632,2472.299737,2579.23139,2639.018015,2748.333305,2741.629518,2898.409605,2998.005601,3034.795573,3043.078983,3117.741846,3230.949855,3412.906554,3405.472279,3320.56348,3290.797828,3483.455937,3508.715192,
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12603.96165,13452.08474,12982.49572,13456.60153,13887.56602,14505.91709,14923.42392,15651.81484,15967.95072,14400.80682,14094.92442,14360.74616,14183.62948,14415.83898,14520.15079,14961.5933,14555.66936,15369.09104,14686.45947,14347.1717,15045.16656,15893.51623,16457.15884,17078.22167,17534.98169,17928.70298,18102.86222,
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16934.43255,17254.54314,17666.00471,18498.96467,19575.79672,20423.53423,21745.61019,22931.91254,23450.80425,24171.2407,26245.85621,27462.61251,28806.88884,30043.99723,31732.9523,32436.87959,34500.70813,35289.39801,36257.51245,34589.5666,35875.45628,36607.98109,37705.59422,39308.13457,40707.20099,41579.86341,42608.72209,
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5174.868229,4189.298628,2342.707519,1682.719245,1555.480783,1673.122625,1942.863968,2224.70902,2341.568215,2464.730023,2587.027809,2793.302651,3011.616877,3455.755048,3808.345012,4364.786505,4985.276523,5825.773265,6155.927442,6054.394897,6597.568549,7315.090898,8026.507187,8541.81226,9198.467518,9610.543382,10004.52841,
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.698731,1312.80069,1356.541805,1416.549306,1454.742919,1506.462405,1564.869744,1618.585519,1672.436758,1730.42281,1790.59324,1857.303176,1920.934704,2008.473707,2123.21966,2260.993837,2415.53128,2520.721663,2733.278412,2814.385023,2997.525954,3404.459566,3699.347805,3940.08737,4067.261862,4184.577618,4292.4489,
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.5791754,917.0141298,913.4934493,926.9409227,934.537502,956.5420391,984.7591384,1027.555918,1055.63036,1093.294744,1126.021959,1172.178712,1228.873877,1245.514078,1284.816489,1339.163239,1385.892536,1483.106791,1540.293411,1494.344882,1543.514487,1625.572663,1715.164157,1771.360378,1823.804571,1866.77458,1966.379688,
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.6309808,1001.588911,1026.360711,1051.687218,1046.187196,1047.722647,1060.256848,1099.698151,1118.058545,1172.985617,1228.235506,1288.653392,1226.473221,1294.571813,1378.761716,1365.182479,1378.262639,1420.49955,1483.74594,1541.946409,1610.968127,1524.756024,1589.059076,1639.997189,1629.81599,1669.731847,1676.864773,
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.244988,1078.21519,1088.021637,1110.378003,1144.051802,1194.01601,1331.166156,1416.694961,1012.334913,1020.608647,1080.622459,1107.803792,1091.333009,1095.971105,1132.22896,1191.600031,1228.263854,1271.40601,1306.40834,1327.115415,1372.035301,1475.38909,1438.981059,1470.899683,1470.061417,1540.293033,1608.704379,
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.0128053,640.0324588,853.9255552,938.8071705,1080.6474,1250.573679,2043.802287,4999.494652,6011.998546,7368.035537,8554.627584,13726.63404,15984.2427,17823.75329,24219.66767,27933.46545,29643.92635,33513.74211,38441.34833,37496.56822,33041.18835,34363.15291,36288.40627,33877.54224,33162.37069,29361.06805,26058.07744,
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13297.97768,13997.53683,14307.11899,14328.61576,14851.6789,15407.64136,16125.77175,17146.22985,18018.8062,18464.7321,19515.78932,20981.01394,22615.93565,23868.52441,25446.38326,25577.52408,28523.24233,29286.87291,30856.01183,30359.9253,28175.85552,26141.31959,25284.46408,26097.8719,26838.45523,26697.2485,26778.50497,
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4680.458984,4894.564375,4925.535536,4888.276008,5020.672854,5190.151366,5489.832184,5844.941559,6590.007598,7143.709696,7650.044921,7648.712433,8013.328394,8922.588015,9083.643603,10590.16818,10448.24243,11347.13349,11640.86452,10915.06759,10951.88411,11220.82837,11252.02342,11655.40746,12656.70436,13585.50464,14200.00719,
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3296.802127,3449.439983,3612.946639,3755.150552,3898.137586,4081.59352,4183.304055,4342.312149,4506.850427,4645.985098,4811.825621,4920.475036,5068.519243,5176.763606,5359.66911,5582.008758,5926.81529,6324.938786,6515.057583,6456.221896,6578.247295,6844.49564,7026.193874,7249.278756,7514.484159,7765.757271,7944.691353,
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837.61744,2009.767784,2205.171299,2425.730125,2671.282554,2851.883235,3130.533576,3388.394434,3378.007953,3544.063627,3584.189022,3753.523279,3853.14096,3890.608192,4130.392832,4183.794746,4541.680375,5001.431496,5211.175397,5441.775599,5729.563121,6130.837616,6538.376581,6931.415089,7265.446338,7533.071647,7836.379176,
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18291.82948,19072.81482,19837.61863,20459.98786,21440.77777,22350.60166,23327.88437,24385.8206,25189.17488,26233.17449,27891.82887,28808.3146,29736.99878,30732.67501,32446.63865,34019.201,36189.72608,37925.80653,38841.03388,37796.36111,39220.95832,40793.75786,41920.39232,43339.66042,44540.77181,45731.94956,46847.33264,
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17434.35724,18884.59701,20347.78722,21746.92844,23025.88285,23592.29813,23958.6324,25399.07724,23963.48573,24703.03181,26962.58777,27528.07659,28288.18275,29792.85036,33016.84046,36437.492,39940.85006,43280.97377,44800.21971,43935.68496,47134.56897,50085.95933,51306.3272,53536.28805,55500.44808,57071.67055,58617.97063,
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049.955993,2125.052852,2231.043933,2358.576898,2311.519439,2388.322805,2451.176812,2547.71109,2580.263578,2503.459856,2638.272292,2701.980361,2775.91144,2888.183786,3078.01306,3291.9321,3535.360191,3770.76575,3923.597021,3779.318967,3890.851407,4046.076252,4213.02445,4323.244467,4448.623998,4590.818455,4736.839143,
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.058764,962.4371505,950.4316764,956.0287339,952.9483471,989.5699635,1034.087474,1067.548138,1086.318751,1107.847464,1134.501091,1178.384686,1202.602786,1246.478542,1314.696351,1401.405892,1490.841517,1590.203023,1672.787268,1711.482132,1781.811458,1856.220612,1946.410616,2036.668668,2126.329761,2201.975423,2270.19668,
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7866.651355,8793.09309,9369.871457,9831.246813,9748.71008,10753.2483,11309.03421,12283.73116,13121.62137,14092.59645,14859.36027,16927.22658,18774.99709,20246.98953,19447.27991,19186.96292,20704.43719,21133.0001,21661.50204,21846.82518,22492.06515,23422.41798,
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.70978,1307.562267,1326.627386,1359.415331,1378.692048,1372.370083,1367.567256,1377.794775,1344.44592,1390.757778,1442.976901,1507.289069,1526.169509,1561.387409,1471.648649,1562.278874,1614.025896,1686.171533,1737.736862,1758.33446,1783.71513,
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8311.264686,8243.472188,8400.55887,8844.278095,9175.992438,9338.510532,9817.886005,10403.0311,10894.75228,11876.08117,13241.99662,14549.58618,15467.23972,16251.38085,17081.77434,18300.32567,19026.83973,20678.67991,20648.05514,21555.85911,22841.21034,23094.47333,24463.19947,25524.71762,26147.53737,26700.75608,
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2816.620327,2900.133041,2986.02729,3156.393842,3284.624388,3441.956663,3644.955847,3844.20419,3924.891461,4091.76197,4373.353875,4588.657189,4813.573096,5146.938884,5645.579263,6206.692951,6944.29474,7705.965883,8326.868222,8583.180912,9290.0201,10065.17245,10657.42171,11261.66966,11851.18828,12336.30343,12935.00978,
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513.978866,2584.113325,2652.994972,2790.192891,2893.144016,3023.01151,3192.342612,3353.319089,3418.468834,3553.049049,3782.907921,3959.914128,4139.106007,4412.441593,4838.365867,5297.340928,5895.740634,6509.653308,7002.137534,7205.327677,7760.94839,8363.853748,8827.022477,9303.77098,9768.640587,10138.55755,10588.83711,
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.587172,1320.77878,1335.8659,1354.968792,1375.024438,1416.409389,1475.99327,1510.743245,1539.783219,1576.282143,1640.404229,1706.82978,1751.247163,1844.53247,2055.293521,2199.732561,2365.378652,2529.793458,2648.578827,2736.751406,2863.607854,2981.580552,3109.050205,3265.774611,3429.467136,3534.624955,3628.016192,
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933.989336,1982.927271,2017.890793,2040.043002,2076.575271,2120.80006,2207.597023,2234.258137,2265.417574,2299.696694,2390.445708,2464.898118,2520.862922,2662.716357,3100.392231,3299.706829,3550.360743,3774.340391,3904.818518,4030.707657,4196.825653,4370.812979,4541.253422,4745.652425,4981.451928,5130.713678,5201.033971,
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2989.53415,3245.683914,3476.054747,3728.132791,4029.830919,4383.94503,4741.78854,4977.128221,4309.335926,4348.656205,4601.849337,4810.755645,5033.949128,5305.683329,5647.24128,6076.577888,6517.949093,7019.74893,7486.01947,7787.123624,8262.899269,8837.820122,9421.586953,9979.517292,10516.79585,11040.19008,11609.02662,
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.005249,972.4657979,976.944069,995.7392878,1007.787028,1049.673633,1096.050884,1137.040384,1166.23989,1205.749606,1257.311513,1321.980726,1362.208971,1431.840771,1523.561333,1641.935885,1765.254656,1900.916226,2015.818648,2084.948033,2191.69166,2280.205156,2385.754841,2518.329333,2644.74351,2726.946298,2834.105811,
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134.222274,1160.459813,1227.157739,1290.353792,1378.495903,1485.02944,1595.712322,1657.408836,1746.494875,1895.440831,1977.645023,2083.82455,2159.35976,2336.473081,2549.265889,2830.405074,3138.633816,3484.884682,3637.643029,3920.006139,4315.596024,4635.879137,4916.48579,5250.512363,5666.701946,6127.298795,6570.616246,
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13745.44504,14394.03912,15110.90912,15807.79785,17006.2698,18936.25724,20474.73489,22615.14362,25039.00722,26995.22308,30173.20487,32572.66024,35210.85724,36235.37726,38683.01628,40438.10405,44211.12424,46751.59505,44280.69061,41613.34453,43298.69398,45179.83081,46501.99241,48333.90783,51441.76869,69394.41599,71472.29654,
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7119.28318,8125.574684,8454.459963,8422.683997,8351.938445,8608.262675,9169.560132,9282.497749,9400.022617,9561.139137,10182.98167,10510.88202,11383.94988,12462.02288,13205.62327,13904.59514,14878.0426,16335.49775,16511.03298,16611.99802,17579.87394,18192.1056,16932.17721,16954.51316,17793.33993,17571.22224,19948.81948,
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7446.875134,2693.444955,3550.70054,4598.325245,4731.529517,4783.441884,5242.189587,6264.923061,8278.301863,9585.615959,9651.690076,9813.443064,9020.76949,5989.836823,9239.309706,9701.238056,10740.83541,10905.91196,11736.73816,11905.19641,12460.33797,13261.60145,14895.39198,15603.90725,15451.38389,15897.24031,17348.93653,
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22142.15183,22564.93238,22022.15612,22611.16709,23719.23277,24111.01862,24991.43779,26951.75693,28577.90404,29390.76035,29515.91312,31571.85191,32191.5696,32302.86964,35282.4141,36964.52768,38705.74692,40732.40165,42677.53536,41014.41632,38373.92718,39465.84594,40486.93782,42631.07549,44224.04035,47055.16072,50104.15434,
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15048.46573,15772.55082,16793.39109,17431.19013,18635.64406,19746.4423,20765.62907,21432.6212,22056.54466,22600.05508,24935.34976,24932.59822,25213.53905,23799.09028,25228.08697,24819.9541,25676.07014,27496.21162,27399.44764,27498.56537,28828.32153,30558.39128,31708.08711,34128.95648,34086.54876,35888.87589,37258.22359,
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18557.10598,19456.30276,20052.20651,20341.7906,21217.22813,22284.67881,22963.16029,23808.0153,24926.56393,25531.62476,27022.86161,27955.87767,28641.55815,29079.30722,29457.89097,30051.77327,32336.16134,33990.61775,35402.91685,34507.753,35042.19537,36347.34248,36237.11043,36131.13211,36070.8056,36629.69969,38370.46177,
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4709.019168,5060.581128,5230.765838,5804.386481,5951.883508,6159.026516,6204.295674,6178.623056,6042.545512,6143.965306,6286.541527,6467.240845,6651.866091,6989.001944,7232.866069,7488.696798,7897.640954,8178.920834,8228.219334,7891.692734,7834.270978,8099.155573,8163.702832,8305.304125,8464.714204,8620.356524,8821.31143,
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4061.075701,4053.249154,4653.176088,4721.28041,4824.367667,5027.300295,5066.959891,5196.468119,5305.126295,5473.341858,5734.639122,6066.931091,6400.539213,6662.112162,7245.386276,7835.0884,8405.60117,8944.488927,9332.542462,9436.677022,9281.147212,9214.206624,9129.389779,9062.040519,9064.976238,9041.817565,9047.768923,
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19480.92314,20734.06692,21327.39159,21818.259,22398.56918,23403.22482,24507.06309,25134.87872,25052.69714,25325.70726,26838.86865,27495.6852,28160.10761,28921.59692,30361.81497,31663.4531,33098.90999,34502.23491,34798.7659,33192.67977,35000.32121,35774.69671,37191.38595,38974.07949,39165.58446,40607.06321,42203.32329,
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8434.960627,7708.657901,7471.688544,6991.931718,6332.205205,6039.10301,6274.410381,6593.64628,6652.406839,7002.960924,7887.892984,9172.369178,10225.4459,11360.99333,12705.43385,14259.0187,16098.51091,17793.14788,18513.92541,18387.20191,19690.38497,21277.70637,22392.20367,23773.81933,24797.31411,25048.05081,25285.94773,
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.537488,1560.787337,1533.847389,1527.538271,1553.211003,1607.164519,1655.849353,1645.059636,1670.563383,1688.130942,1689.951468,1745.458847,1734.061105,1771.60072,1861.732531,1980.18918,2114.259743,2256.26789,2243.288394,2271.887012,2425.760617,2556.870916,2650.443328,2776.526567,2894.408124,3019.57611,3155.114264,
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2245.792715,2103.672424,1831.53856,1584.779171,1293.884353,1236.819912,1328.807047,1464.04839,1488.331303,1543.245479,1644.311975,1754.554341,1764.905161,1906.556261,2071.417492,2110.377936,2218.727934,2448.899199,2681.122187,2746.102655,2733.729337,2920.60321,2922.702873,3229.349349,3345.034819,3447.60825,3552.091789,
