Country Name,countryID,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5051.533767,5593.222885,6062.956544,6412.370709,6598.629855,6715.286073,6972.756693,7397.938102,7866.306793,8135.100921,8379.327722,8453.964674,8609.071998,8979.202572,9736.941397,10575.91228,11629.48404,13130.12604,14282.29774,14362.96335,15107.42948,16939.88317,18518.8416,19721.9435,20892.35271,22015.32668,23008.66537,
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3433.763634,3552.502515,3541.696649,3742.489113,4213.496468,4539.560345,4673.595535,4982.705616,4942.929659,5021.549362,5202.233095,5283.029045,5584.343153,5858.862946,6240.731544,6762.772656,7404.295238,8148.92185,8956.515287,9010.325505,9755.149148,10449.09326,11145.5119,11828.80684,12138.29893,12530.81549,13018.60861,
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2591.926586,2597.257766,2601.247891,2655.24434,2764.939497,2886.995938,3041.416499,3181.792568,3128.0364,3203.359667,3348.152339,3449.527891,3554.911629,3729.011059,4008.678809,4255.159861,4535.140605,4881.396479,5100.535714,5115.481643,5483.620944,5707.204842,6099.120754,6526.650182,6924.11344,7320.498539,7804.167801,
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10899.08441,10158.3707,8870.812957,9452.558257,10424.26943,11428.35614,11607.84962,11709.40605,11035.13835,10822.67356,11399.57191,12225.93416,11618.96266,12731.5348,13245.88019,13222.61994,13497.25531,12894.03702,11737.59784,12160.88774,12963.12167,13605.45197,13435.52717,14274.12288,15954.23307,16305.48534,
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.118183,1693.350473,1922.895792,2269.125855,2393.652827,2302.934717,2461.863241,2344.395929,2221.78473,2238.704068,2175.733524,2166.652826,2141.655108,2176.532516,2241.015846,2400.210863,2469.870411,2749.993153,2730.083753,2870.080824,3127.017879,3155.403568,3290.073861,3397.008756,3801.801841,4117.312778,4182.539341,
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6178.849301,5915.584962,6183.616381,6550.712753,7029.361181,7664.428781,8252.789533,8918.12767,9463.709542,10022.39536,10651.21145,11111.21774,11781.05635,12256.30357,13345.87962,13895.92354,15144.147,16785.0668,18310.44321,19242.98884,21068.85123,22850.63885,23833.2097,24719.24751,25602.41744,26594.75786,27383.25494,
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.679033,1362.884437,1381.895367,1409.143063,1416.932051,1444.717325,1519.732055,1602.637028,1719.015214,1792.815971,1837.555937,1905.730101,1894.416594,1855.42683,2254.971888,2385.573492,2584.172426,2753.898704,2910.95959,2989.96225,3120.857592,3238.124309,3384.449574,3527.400972,3645.328603,3718.545052,3775.131128,
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14366.15945,15079.35865,16023.2619,17022.44416,17944.95767,18976.46391,19549.41215,20661.45333,21914.48815,23331.93119,24575.57805,26665.39798,27287.66743,27829.24282,31089.74471,31497.83921,32143.73642,32807.19262,33027.01544,32806.54977,33237.81691,34195.64085,35259.80601,36130.99367,36866.85682,37580.98676,37740.88826,
"Korea, Dem. People‰Ûªs Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11769.02249,12721.23713,13163.22256,13184.91045,13558.87716,14384.59255,14899.31943,15783.78761,16677.92123,17723.46332,18883.91146,19556.88971,20367.66441,20839.44757,21483.3193,22739.58966,24658.55547,25701.50243,26631.56396,26464.37547,27334.8116,26780.21491,26454.1026,27899.50947,28746.65308,29532.38116,30606.65145,
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3901.5717,4066.445865,4125.380971,4325.498383,4543.120223,4840.228681,4893.25634,5073.929304,5022.593567,4925.627719,4822.978789,4797.719311,4780.157954,4996.038586,5251.990099,5448.980231,5799.018833,6188.424453,6621.219162,6322.535061,7142.057039,7504.653644,7447.108184,8514.08188,8938.138765,9199.669384,9567.339128,
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945.047903,2033.954977,2124.538015,2560.638257,3178.090712,3710.124435,3331.356147,3106.931624,3031.451816,3303.082094,3592.666868,4010.147761,3844.389747,3780.691175,3470.017984,4045.128,4088.336765,4356.341825,4931.002184,4655.149359,4541.356874,5019.19507,5080.829572,
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2671.762674,2700.600304,2851.137326,2933.733674,3088.248632,3221.500297,3352.485202,3316.832084,3370.54242,3564.541102,3566.105469,3659.031026,3765.926258,3867.605776,4101.918621,4262.238286,4434.88755,4530.345328,4635.241305,4533.230587,4663.303292,4882.269718,4994.473013,5168.038678,5406.420959,5600.705215,5700.088939,
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17854.02725,18535.6696,19168.66662,19699.25598,20570.33175,21440.11255,22364.73597,23377.99399,24159.69705,25226.4926,26826.88658,27788.80777,28750.3531,29677.86249,31292.97693,32812.64616,34900.16734,36590.04943,37477.23694,36430.2121,37731.08742,39125.77846,40141.32631,41509.16477,42631.4492,43680.26592,44785.63179,
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85860.61144,87599.29641,91083.79152,90348.99372,100426.5461,97767.19034,108831.2524,111959.8615,115012.4503,113312.8522,122609.4108,129349.9164,127610.2088,126913.0354,127066.8144,127516.9086,127480.4825,
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5262.053542,4776.122705,4497.165238,4680.921442,4975.734094,5453.11972,5775.137519,5602.172966,5577.17985,5632.318146,5877.075724,6578.858165,7179.142404,7820.313723,9134.35815,9723.548285,11689.10181,13445.62749,16302.04016,15994.08117,17164.02157,18095.06192,18983.2731,19859.44727,20609.58353,21566.07305,23027.28926,
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8012.802317,7844.086114,6854.085483,6416.169193,5736.160138,5611.658378,5515.985165,5697.327822,5460.354978,5914.300411,6825.411391,7367.609061,8029.122652,9253.577429,10231.42645,11822.3709,14916.18526,16648.58686,20163.58765,19386.5844,20497.93408,24310.04397,25784.56716,26240.2745,25797.49853,24691.83365,24788.67928,
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.0015463,577.7802886,658.3219234,658.8480069,351.2003828,491.1111511,546.5653075,593.3984253,603.2679606,593.7890195,622.5958383,665.7844331,746.6084541,765.3915035,831.5255923,920.766713,1012.478964,1090.846245,1203.148258,1253.737805,1325.781621,1421.185929,1535.482646,1592.823423,1698.488244,1827.187134,1912.901182,
South Asia,SAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.636891,1231.072458,1303.708291,1362.982401,1444.869511,1544.734662,1646.52935,1702.928345,1781.56074,1910.777447,1996.643277,2090.604017,2162.183285,2323.576609,2524.212882,2787.434137,3070.882781,3380.729848,3525.435246,3763.328638,4088.889815,4371.638167,4631.421188,4924.214115,5284.418149,5677.246264,6064.24454,
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27441.43618,31564.35345,32584.08977,32018.38416,32071.97604,32066.50746,32819.84943,33102.90243,33777.69081,32334.05982,34139.65786,33621.69793,32262.66055,35550.27719,38293.23543,40547.13447,41782.54409,42520.35502,44841.92932,43055.81069,44502.41931,48524.63249,50573.39065,51264.86615,52524.05013,54013.87804,54416.61249,
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.84678,1219.66733,1295.326927,1350.834511,1357.015827,1429.511146,1500.412635,1641.57077,1683.488403,1713.759848,1812.470805,1919.533987,2016.667389,2154.735328,2237.188411,2415.537115,2668.223752,2975.82959,3187.310976,3231.236495,3298.004749,3631.663456,4172.538735,4322.99132,4403.425988,4568.664858,4730.461869,
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.399169,1225.614816,1231.186219,1239.452107,1229.925732,1287.462696,1303.445871,1334.101461,1394.486394,1470.168953,1514.344488,1579.777776,1573.789968,1668.458121,1767.774854,1876.662445,1929.54176,2023.257931,2081.007673,2088.251747,2139.815826,2158.181182,2227.468055,2272.532894,2332.485248,2442.643073,2566.119179,
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22194.88737,23780.8385,25275.97076,28141.90504,30896.41462,32747.4461,34428.69496,36669.2718,35031.84418,37435.51913,40978.06796,40408.01362,42367.87559,45799.71784,50911.46129,55172.92365,59999.29849,64466.04096,63438.30932,61646.83703,70646.82026,75013.18666,77429.42954,81287.83955,84429.52169,86139.08361,87832.58651,
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.635347,1233.817807,1382.437778,1430.412177,1550.539424,1665.360815,1675.211008,1633.039582,1634.204661,1606.403423,1370.755021,1255.909475,1206.994816,1277.313806,1342.015196,1424.361731,1532.480501,1648.976292,1759.425752,1651.002435,1746.765157,1969.206168,2053.59537,2103.955736,2124.488217,2186.633972,2235.314691,
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.2880675,849.9095075,704.9676286,735.7437101,740.8411801,697.223837,721.1328928,686.66335,698.6850768,682.1504776,723.4657472,661.7667261,811.1083175,862.726771,901.6920778,933.4998171,982.3090272,1059.512973,1110.935143,1144.520751,1192.596559,1246.252789,1428.535497,1712.832695,1778.969129,1401.333424,1476.21372,
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927.750834,3091.233596,3353.810333,3637.031836,3888.769687,4174.002829,4276.347883,4490.037578,4667.3933,4863.149265,5044.131388,5213.187335,5385.804591,5590.155232,5821.655148,6193.970132,6603.873614,7008.704991,7205.450294,7001.795076,7152.204925,7428.030149,7671.620404,7901.964358,8102.864612,8354.029356,8616.812418,
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49348.94118,53049.93064,58063.67029,59984.93674,63955.49953,64327.23879,67263.56046,71351.92101,74436.85094,78675.57124,85480.63879,87503.95945,75930.52186,72368.20363,66053.1105,61392.9793,59764.10629,59528.28031,60028.92435,60932.93004,
Somalia,SOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4876.099083,5090.625257,5565.320279,5784.345121,5178.221738,5725.249454,6142.883568,6800.892254,7197.350483,8067.343103,8707.039365,9611.434069,10474.38959,11921.81296,11827.60813,12087.10105,12967.91864,13107.98274,13760.05208,13771.38428,13896.12139,14514.96055,
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.491034,1650.680831,1622.312554,1621.480039,1640.408197,1682.117327,1756.609184,1803.319877,1821.579813,1842.722039,1901.438472,1972.623715,2009.052494,2096.910143,2355.255669,2496.618554,2681.891379,2870.456707,3005.283912,3044.764603,3169.376088,3290.030393,3386.166609,3518.546584,3650.246714,3716.969636,3721.708374,
South Sudan,SSD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3570.761057,3620.00879,3713.258487,3482.048396,1846.74181,2054.725606,2091.733762,1925.447118,,
Sub-Saharan Africa,SSF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.51665,1651.749555,1623.477144,1622.726685,1641.631483,1683.316286,1757.858011,1804.728038,1823.098201,1844.252158,1902.984713,1974.119056,2010.543616,2098.285093,2356.560775,2498.064148,2683.486822,2872.234023,3006.986037,3046.40862,3171.092355,3291.897684,3388.153813,3520.636379,3652.379894,3719.148498,3723.968607,
Small states,SST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9674.559131,10154.99971,10636.754,11225.88469,12292.1079,13107.07709,14638.91336,16056.32121,17202.47843,17290.21412,18431.54979,19725.33198,20371.7779,20989.87227,21527.48624,21840.10639,22086.8726,
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.635549,1661.881428,1764.036147,1837.457262,1983.3395,2178.848988,2256.185213,2431.922089,2452.539599,2588.079743,2695.629542,2768.233515,2882.867239,3050.626768,3137.939056,3237.392544,
Suriname,SUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6815.595198,7103.382275,7121.236907,6647.354389,6897.028793,7010.810181,7128.369981,7566.78563,7674.193921,7633.742375,7713.114214,8155.709071,8542.14662,9136.100343,10146.13355,10834.59221,11473.25284,12249.53953,12869.89825,13218.0631,13924.39072,14887.93681,15410.99649,15956.949,16092.76485,15724.63939,14966.71379,
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7135.439137,7429.333019,8026.589391,8647.465256,9358.727962,10063.73558,10604.53569,10700.7066,11354.83338,12381.65762,13294.49459,14138.77945,15193.61838,16616.13454,18867.0916,21161.48623,23691.64388,23055.07598,24986.61281,25835.00476,26647.42196,27897.59857,28927.66876,29522.04477,30460.38408,
Slovenia,SVN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13555.14117,14268.84991,15263.89667,16027.61959,17067.16291,18047.49626,18971.06889,20305.02222,21132.17816,22785.02008,23945.25534,25766.53895,27600.86909,29624.19018,27471.04799,27766.42038,28804.70152,28900.87803,29796.81199,30854.09941,31468.36317,32723.07195,
Sweden,SWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20107.97723,20399.64456,20502.32228,20437.49601,21571.75648,22788.00969,23600.16552,24452.64428,25483.40969,27148.37688,29275.83802,29658.64834,30587.76252,31470.60745,33540.01951,33967.18753,37423.15695,40572.75706,41853.69618,39645.656,41627.97373,43755.06044,44724.97434,45673.17063,46524.18091,47891.27784,48904.55437,
Swaziland,SWZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3476.087528,3554.937384,3668.72473,3797.2773,3896.346914,4087.025224,4229.213802,4336.863477,4401.578032,4514.4803,4628.369374,4732.684911,4978.679918,5243.645711,5544.022446,6006.336156,6476.094832,6834.034633,6901.297505,6932.2661,7148.912703,7323.997665,7667.526813,8139.691092,8275.183022,8261.74606,8329.560581,
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36327.2319,,,,,,
Seychelles,SYC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9188.613001,9627.452827,10503.78455,11184.5616,11033.27516,11007.37547,11588.2181,13042.45707,14015.11587,14214.01993,14626.46037,14607.23869,14559.34877,14134.48392,14161.5154,15859.91946,17516.54847,19755.66719,19274.84812,19131.33174,19953.1605,22556.58257,24251.52397,25655.82295,26513.49591,27180.61701,28383.89621,
Syrian Arab Republic,SYR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.7127561,779.6105169,834.1909624,697.1931892,759.1340894,758.932736,763.6752348,793.0462792,827.9872326,805.5789162,787.2251187,865.7763824,917.8284265,1033.583468,1366.996011,1596.835983,1600.201226,1640.780387,1668.577985,1695.96331,1886.251061,1863.845605,1999.034948,2077.060248,2183.295992,2180.456026,1990.726657,
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452.520131,1592.358357,1771.16843,1976.064914,2199.886486,2429.769844,2658.873059,2851.997733,2875.354423,3057.716424,3324.061223,3586.784849,3886.314971,4265.367079,4726.53693,5295.966745,5981.028449,6820.881395,7467.238628,8021.287394,8834.644365,9690.912521,10527.17596,11373.83315,12234.79623,13092.22582,13986.62839,
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6429.427639,6237.134108,5773.809608,5590.227406,5161.61724,5214.185773,5343.497265,5597.260552,5683.62112,5888.808162,6524.193983,6900.05785,7377.879911,8083.94598,9014.895979,10018.9187,11851.33722,13193.75097,15055.52519,14676.32934,15748.71264,17783.3483,18693.84103,19417.11341,19907.84241,19821.01975,20172.06123,
Togo,TGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.635746,873.383828,838.0773272,712.0767114,816.3621506,875.5631269,942.9222619,1063.972822,1018.339463,1027.375906,1012.178915,990.2326959,969.6620257,1011.056235,1033.423535,1051.03368,1097.387813,1121.731304,1137.992257,1155.260187,1183.839338,1233.834912,1282.532064,1319.659066,1382.88932,1436.897804,1490.536236,
Thailand,THA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298.39894,4764.695547,5214.465293,5726.833221,6258.861434,6839.711441,7277.539903,7114.060248,6563.177557,6888.960869,7283.51129,7635.093003,8160.932736,8855.494675,9604.710478,10262.10894,11035.61459,11878.03915,12255.21202,12201.36244,13213.74775,13535.13327,14714.47502,15293.25799,15616.2615,16225.02695,16913.36608,
Tajikistan,TJK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355.668655,2212.276339,1576.667401,1327.469848,1050.849745,925.9070995,773.9717358,789.1683252,827.8193056,858.3020893,935.1975543,1035.594958,1143.268911,1268.909122,1408.964496,1519.740662,1641.034651,1777.563579,1913.519713,1957.639749,2063.730411,2211.753822,2367.185366,2525.685528,2677.275554,2811.86989,2979.310239,
Turkmenistan,TKM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5375.394828,5151.393989,4353.163119,4398.456334,3620.774238,3354.556516,3577.067756,3173.363085,3390.125015,3962.659106,4227.158426,4463.902487,4498.820069,4691.967981,5010.761804,5783.426492,6538.595025,7363.082409,8496.630693,8952.453518,9741.305291,11212.53851,12460.7504,13697.55492,15068.40181,15964.79184,16875.98775,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5777.085009,6103.281456,6334.499801,6949.901789,7308.292309,7359.905834,7608.52336,8018.042913,8150.671646,8185.390707,8557.393496,8666.927986,8701.176457,8926.940511,9617.319633,10314.25364,11191.84408,12017.32073,12618.86849,12412.09509,13191.70964,14042.07899,14515.66996,14997.88348,15266.78371,15153.43349,15125.95179,
Timor-Leste,TLS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.262221,1172.479139,1073.474681,1029.353048,1029.892236,1099.108602,1044.033045,1176.123893,1352.486424,1520.312693,1667.798882,1801.676449,1884.966614,1920.028048,1984.606863,2044.699964,2140.357374,
Middle East & North Africa (IDA & IBRD countries),TMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.206404,5152.096998,5394.155928,5494.344551,5572.868716,5729.575047,6076.238883,6287.026581,6634.586768,6936.597682,7278.66539,7526.853399,7785.670241,8004.468328,8720.018986,9243.105526,9884.522593,10577.02388,10980.76669,11146.20003,11660.97011,11617.01721,11642.79699,11881.34538,12235.06797,12348.26182,13214.12255,
Tonga,TON,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.120473,2535.342509,2595.233932,2752.035441,2943.980713,3109.055118,3156.509687,3194.507995,3302.971148,3467.413109,3647.468753,3844.22533,4013.365399,4154.366027,4227.460214,4404.665734,4474.418505,4373.413847,4568.495013,4681.407439,4883.370227,5101.456005,5223.00442,5123.33097,5290.028394,5526.478696,5745.191229,
South Asia (IDA & IBRD),TSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.636891,1231.072458,1303.708291,1362.982401,1444.869511,1544.734662,1646.52935,1702.928345,1781.56074,1910.777447,1996.643277,2090.604017,2162.183285,2323.576609,2524.212882,2787.434137,3070.882781,3380.729848,3525.435246,3763.328638,4088.889815,4371.638167,4631.421188,4924.214115,5284.418149,5677.246264,6064.24454,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.51665,1651.749555,1623.477144,1622.726685,1641.631483,1683.316286,1757.858011,1804.728038,1823.098201,1844.252158,1902.984713,1974.119056,2010.543616,2098.285093,2356.560775,2498.064148,2683.486822,2872.234023,3006.986037,3046.40862,3171.092355,3291.897684,3388.153813,3520.636379,3652.379894,3719.148498,3723.968607,
Trinidad and Tobago,TTO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7921.078925,8349.537957,8347.753039,8375.313622,8816.682873,9384.591203,10210.31593,11145.82328,12164.17552,13317.86305,14524.09121,15420.85559,16828.10937,19547.27675,21572.51352,23532.48931,27328.29287,29252.1188,30693.869,29429.34747,30628.54176,31012.71642,31830.51803,33038.96777,33218.14426,33312.64211,32854.71906,
Tunisia,TUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3629.1202,3810.753589,4111.240242,4212.283299,4353.56512,4470.333681,4802.371599,5080.017029,5315.523717,5661.440367,6003.312008,6316.873687,6446.87417,6832.440281,7400.072075,7838.074031,8424.454804,9137.583448,9609.707561,9868.801433,10225.25223,10120.67717,10595.87444,10947.91384,11303.58464,11447.1428,11595.51238,
Turkey,TUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6146.258388,6302.789572,6721.171291,7315.372673,6951.699051,7487.022931,8015.980827,8621.996822,9088.598735,8757.203346,9582.260417,9222.911525,9330.14446,9603.739206,10864.44856,11887.87499,13621.93721,14843.47188,16048.92019,15483.23677,17442.85995,19660.88949,20639.85867,22310.5364,24029.74348,24844.89555,25247.20175,
Tuvalu,TUV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531.516466,1630.552376,1703.693475,1806.607046,2027.261879,1957.455039,1869.103127,2086.529566,2428.529812,2417.006524,2428.522154,2500.038297,2703.640127,2629.60253,2631.161647,2578.510535,2685.11966,2901.299964,3164.407458,3017.624474,2945.718682,3230.929323,3266.373502,3333.00182,3433.563952,3539.393513,3651.021484,
Tanzania,TZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.7795331,971.2693668,966.0707967,967.9858917,972.3271669,997.5641161,1032.671846,1059.142265,1082.47826,1123.249849,1174.301211,1239.142615,1311.458527,1389.641977,1495.394346,1620.583573,1695.633034,1830.158435,1908.73738,1963.591505,2048.293593,2186.131582,2268.866465,2397.212978,2525.458722,2652.531647,2786.272243,
